,City,Lat,Lon,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
30,cap malheureux,-19.9842,-19.9842,23.33,90,19,2.68,MU,1619747355
31,marawi,7.9986,7.9986,28.89,75,49,1.79,PH,1619747230
32,thompson,55.7435,55.7435,0.0,43,20,6.17,CA,1619747104
33,mar del plata,-38.0023,-38.0023,16.11,82,0,3.09,AR,1619747356
34,cartagena,10.3997,10.3997,27.0,89,40,3.6,CO,1619747155
35,sola,-13.8833,-13.8833,27.53,65,80,9.34,VU,1619747357
36,faya,18.3851,18.3851,16.0,82,40,2.8,SA,1619747358
37,hobart,-42.8794,-42.8794,18.89,67,20,4.63,AU,1619747138
38,bunol,39.4167,39.4167,16.67,69,30,1.79,ES,1619747359
39,guerrero negro,27.9769,27.9769,18.41,67,0,7.21,MX,1619747091
40,kaitangata,-46.2817,-46.2817,12.78,62,62,6.26,NZ,1619747359
41,plettenberg bay,-34.0527,-34.0527,13.88,89,100,2.03,ZA,1619747061
42,cape town,-33.9258,-33.9258,15.0,93,0,2.57,ZA,1619747196
43,qaanaaq,77.484,77.484,-3.69,62,100,4.49,GL,1619747326
44,camoapa,12.3839,12.3839,24.68,51,0,2.47,NI,1619747239
45,barcelos,41.5388,41.5388,10.0,100,0,1.74,PT,1619747361
46,kawalu,-7.3817,-7.3817,27.22,71,99,1.09,ID,1619747068
47,klaksvik,62.2266,62.2266,3.0,65,90,4.12,FO,1619747362
48,punta arenas,-53.15,-53.15,6.0,93,90,5.66,CL,1619746947
49,lower hutt,-41.2167,-41.2167,18.33,67,20,7.72,NZ,1619747362
50,berbera,10.4396,10.4396,28.86,70,100,3.86,SO,1619747363
51,hermanus,-34.4187,-34.4187,9.44,93,58,1.54,ZA,1619747363
52,doha,25.2867,25.2867,26.0,38,0,2.57,QA,1619747353
53,lima,-12.0432,-12.0432,19.0,82,20,4.63,PE,1619746923
54,adrar,20.5022,20.5022,24.36,40,4,4.12,MR,1619747364
55,san jeronimo,-11.9472,-11.9472,9.58,77,96,0.79,PE,1619747365
56,merrill,45.1805,45.1805,14.0,38,1,2.06,US,1619747088
57,chernyshevskiy,63.0128,63.0128,0.87,85,100,3.37,RU,1619747365
58,vaini,-21.2,-21.2,24.0,100,75,5.14,TO,1619747210
59,paamiut,61.994,61.994,2.21,86,5,1.28,GL,1619747366
60,kahului,20.8947,20.8947,27.0,69,40,7.72,US,1619747120
61,cabo san lucas,22.8909,22.8909,24.0,38,1,5.14,MX,1619747366
62,moose factory,51.2585,51.2585,8.0,71,90,2.06,CA,1619747367
63,roma,43.2128,43.2128,12.0,94,90,3.09,US,1619747124
64,provideniya,64.3833,64.3833,0.0,69,75,3.0,RU,1619747315
65,berlevag,70.8578,70.8578,-1.5,68,100,11.79,NO,1619747368
66,juneau,58.3019,58.3019,7.0,87,90,0.96,US,1619747104
67,mataura,-46.1927,-46.1927,12.78,70,62,6.71,NZ,1619747024
68,muros,42.7762,42.7762,6.67,90,8,4.14,ES,1619747369
69,belmonte,-15.8631,-15.8631,23.0,88,40,1.54,BR,1619747370
70,rapid valley,44.0625,44.0625,21.0,32,1,7.72,US,1619747370
71,port lincoln,-34.7333,-34.7333,22.64,38,21,5.29,AU,1619747371
72,narsaq,60.9167,60.9167,2.0,80,20,1.03,GL,1619747371
73,virginia beach,36.8529,36.8529,26.67,54,100,1.79,US,1619746934
74,alot,23.7667,23.7667,29.95,23,7,3.57,IN,1619747372
75,barrow,71.2906,71.2906,-7.0,86,90,2.57,US,1619747101
76,sesimbra,38.4445,38.4445,12.78,56,100,0.45,PT,1619747373
77,huron,41.1501,41.1501,10.56,95,91,0.89,US,1619747373
78,malartic,48.1335,48.1335,15.0,41,75,1.54,CA,1619747373
79,hithadhoo,-0.6,-0.6,28.63,72,81,2.72,MV,1619747374
80,broome,42.2506,42.2506,13.89,100,90,3.09,US,1619747375
81,lebu,-37.6167,-37.6167,12.81,95,100,3.57,CL,1619747376
82,champerico,14.3,14.3,19.44,90,81,2.69,GT,1619747376
83,the valley,18.217,18.217,26.0,73,40,5.14,AI,1619747143
84,varnamo,57.186,57.186,4.0,65,75,5.66,SE,1619747377
85,kodinar,20.7903,20.7903,27.82,61,100,4.16,IN,1619747377
86,oktyabrskiy,54.4815,54.4815,3.62,82,40,1.57,RU,1619747370
87,tiksi,71.6872,71.6872,0.01,82,89,2.3,RU,1619747340
88,sao filipe,14.8961,14.8961,22.77,75,99,2.92,CV,1619747349
89,port moresby,-9.4431,-9.4431,30.0,62,40,1.54,PG,1619747378
90,nioro,13.35,13.35,25.19,34,39,4.58,GM,1619747379
91,yerbogachen,61.2767,61.2767,3.29,66,70,2.75,RU,1619747379
92,hami,42.8,42.8,23.94,13,3,3.29,CN,1619747379
93,ponta do sol,32.6667,32.6667,13.33,80,31,1.34,PT,1619747380
94,port elizabeth,-33.918,-33.918,13.33,95,98,0.45,ZA,1619746916
95,hofn,64.2539,64.2539,3.8,65,17,2.99,IS,1619747380
96,sorland,67.667,67.667,2.38,72,100,8.44,NO,1619747381
97,port alfred,-33.5906,-33.5906,16.99,70,100,5.33,ZA,1619747323
98,asyut,27.181,27.181,22.0,37,0,3.09,EG,1619747203
99,aljezur,37.3191,37.3191,11.74,79,100,2.45,PT,1619747382
100,red bluff,40.1785,40.1785,31.0,20,1,4.63,US,1619747382
101,fare,-16.7,-16.7,27.42,71,100,1.58,PF,1619747383
102,alugan,12.2188,12.2188,27.98,71,12,2.2,PH,1619747384
103,faanui,-16.4833,-16.4833,27.62,72,100,2.97,PF,1619747319
104,yamada,39.4667,39.4667,14.61,59,13,3.39,JP,1619747384
105,mahebourg,-20.4081,-20.4081,25.0,83,75,3.6,MU,1619747385
106,manaure,11.7751,11.7751,26.64,72,72,3.9,CO,1619747385
107,butaritari,3.0707,3.0707,28.79,71,100,5.75,KI,1619747385
108,birao,10.2849,10.2849,24.6,62,92,1.91,CF,1619747252
109,durban,-29.8579,-29.8579,18.0,82,75,6.69,ZA,1619747386
110,margate,51.3813,51.3813,6.11,75,24,0.89,GB,1619747387
111,bassar,9.25,9.25,24.97,70,40,1.51,TG,1619747387
112,saint-philippe,-21.3585,-21.3585,23.0,83,90,7.72,RE,1619747237
113,coquimbo,-29.9533,-29.9533,13.0,88,0,2.06,CL,1619747387
114,tual,-5.6667,-5.6667,27.97,72,100,1.99,ID,1619747388
115,tasiilaq,65.6145,65.6145,0.0,86,100,7.2,GL,1619746979
116,at-bashi,41.1702,41.1702,13.24,34,0,0.88,KG,1619747389
117,alta gracia,-31.6529,-31.6529,17.78,71,0,4.63,AR,1619747389
118,sesvete,45.8311,45.8311,13.0,82,0,1.54,HR,1619747390
119,arraial do cabo,-22.9661,-22.9661,21.99,72,14,3.65,BR,1619747391
120,san jose,37.3394,37.3394,22.78,48,75,5.66,US,1619747093
121,lompoc,34.6391,34.6391,18.33,77,13,5.66,US,1619747391
122,souillac,-20.5167,-20.5167,25.0,83,75,3.6,MU,1619747392
123,southbridge,42.0751,42.0751,10.56,99,100,1.5,US,1619747392
124,namibe,-15.1961,-15.1961,23.37,75,81,1.64,AO,1619747347
125,zhangye,38.9342,38.9342,19.43,16,0,0.32,CN,1619747311
126,nikolskoye,59.7035,59.7035,0.0,74,0,2.0,RU,1619747209
127,gat,31.61,31.61,18.0,77,0,1.54,IL,1619747163
128,pevek,69.7008,69.7008,-5.77,85,100,3.82,RU,1619746966
129,santiago de cuba,20.0247,20.0247,26.0,73,20,2.57,CU,1619747393
130,richards bay,-28.783,-28.783,22.11,80,100,4.76,ZA,1619747394
131,vila,42.0304,42.0304,5.56,88,20,1.34,PT,1619747394
132,belyy yar,53.6039,53.6039,6.0,100,75,1.0,RU,1619747395
133,biltine,14.5333,14.5333,26.89,8,17,2.74,TD,1619747292
134,abu zabad,12.35,12.35,25.93,48,93,2.08,SD,1619747395
135,cervo,43.6702,43.6702,10.52,67,43,1.12,ES,1619747396
136,ostrovnoy,68.0531,68.0531,-3.68,87,100,8.49,RU,1619747397
137,kruisfontein,-34.0033,-34.0033,13.33,95,100,0.45,ZA,1619747397
138,rocha,-34.4833,-34.4833,12.55,84,0,2.05,UY,1619747350
139,bac lieu,9.285,9.285,30.78,58,57,6.07,VN,1619747398
140,khilok,51.3674,51.3674,2.78,54,100,3.54,RU,1619747398
141,camargo,27.6667,27.6667,20.96,20,99,4.61,MX,1619747398
142,krasnodon,48.2923,48.2923,8.61,80,98,3.37,UA,1619747399
143,madukkarai,10.9,10.9,26.0,89,40,2.57,IN,1619747399
144,saint-pierre,-21.3393,-21.3393,23.0,83,90,7.72,RE,1619747400
145,saint george,37.1041,37.1041,29.0,12,1,5.14,US,1619747119
146,la ronge,55.1001,55.1001,5.0,26,12,3.09,CA,1619747400
147,huangmei,30.1924,30.1924,24.59,61,0,3.72,CN,1619747401
148,zhigansk,66.7697,66.7697,-0.07,98,100,3.36,RU,1619747210
149,georgetown,5.4112,5.4112,30.0,83,20,2.06,MY,1619747401
150,bagn,60.8225,60.8225,-5.56,75,30,1.55,NO,1619747404
151,padang,-0.9492,-0.9492,25.46,87,100,1.25,ID,1619747405
152,mehamn,71.0357,71.0357,-2.23,63,100,9.51,NO,1619747406
153,ngawi,-7.4038,-7.4038,28.08,75,61,1.13,ID,1619747406
154,cherskiy,68.75,68.75,-6.26,84,85,5.26,RU,1619747406
155,samarinda,-0.5,-0.5,30.84,63,50,0.94,ID,1619747407
156,blackwater,-23.5833,-23.5833,24.51,51,97,5.05,AU,1619747407
157,bethel,41.3712,41.3712,20.0,77,75,2.57,US,1619747136
158,pangai,-19.8,-19.8,28.0,83,75,2.06,TO,1619747408
159,karratha,-20.7377,-20.7377,32.65,20,0,3.93,AU,1619747409
160,mackay,-21.15,-21.15,24.0,78,40,4.63,AU,1619747216
161,fortuna,40.5982,40.5982,15.0,58,20,5.14,US,1619747153
162,chokurdakh,70.6333,70.6333,-7.7,85,12,2.18,RU,1619747410
163,khatanga,71.9667,71.9667,0.22,97,100,3.17,RU,1619747344
164,upernavik,72.7868,72.7868,-4.88,63,100,1.9,GL,1619747229
165,ancud,-41.8697,-41.8697,13.89,94,20,8.23,CL,1619747411
166,lagoa,39.05,39.05,13.66,61,99,2.11,PT,1619747411
167,bajil,15.0584,15.0584,28.24,67,58,1.75,YE,1619747412
168,dikson,73.5069,73.5069,-14.09,94,63,3.64,RU,1619747412
169,shizunai,42.3339,42.3339,4.96,93,100,8.52,JP,1619747413
170,dobretu,44.5,44.5,11.67,93,75,1.99,RO,1619747413
171,chapais,49.7834,49.7834,10.0,50,1,3.6,CA,1619747413
172,yellowknife,62.456,62.456,-1.0,51,75,4.12,CA,1619747324
173,kavieng,-2.5744,-2.5744,29.28,69,49,3.99,PG,1619747414
174,san quintin,30.4833,30.4833,18.3,72,0,3.7,MX,1619747374
175,esperance,-33.8667,-33.8667,15.0,82,90,7.72,AU,1619747415
176,bambous virieux,-20.3428,-20.3428,25.0,83,75,3.6,MU,1619747361
177,colon,9.3592,9.3592,28.0,74,90,3.6,PA,1619747415
178,dzhebariki-khaya,62.2167,62.2167,3.04,97,100,2.06,RU,1619747416
179,cabedelo,-6.9811,-6.9811,24.0,100,40,2.06,BR,1619747416
180,nishihara,26.1842,26.1842,23.0,68,1,3.09,JP,1619747416
181,miracema do tocantins,-9.5618,-9.5618,22.82,91,36,1.15,BR,1619747417
182,grand-lahou,5.1367,5.1367,26.28,87,98,3.38,CI,1619747418
183,port blair,11.6667,11.6667,28.68,70,100,2.54,IN,1619747418
184,lasa,46.6166,46.6166,7.78,87,75,2.57,IT,1619747419
185,norman wells,65.282,65.282,8.0,27,20,2.57,CA,1619747419
186,honningsvag,70.9821,70.9821,-1.27,56,100,10.49,NO,1619747420
187,skjervoy,70.0311,70.0311,-0.83,62,100,10.59,NO,1619747420
188,tuktoyaktuk,69.4541,69.4541,-2.0,74,1,6.17,CA,1619747208
189,te anau,-45.4167,-45.4167,14.91,64,4,1.24,NZ,1619747277
190,ler,8.3018,8.3018,24.8,75,100,1.75,SS,1619747421
191,hibbing,47.4272,47.4272,11.0,43,90,3.6,US,1619747231
192,hilo,19.7297,19.7297,28.0,57,1,3.6,US,1619747421
193,saldanha,-33.0117,-33.0117,15.61,73,0,8.09,ZA,1619747315
194,longyearbyen,78.2186,78.2186,-7.0,63,40,5.66,SJ,1619747422
195,kabare,-2.4683,-2.4683,15.32,96,100,0.65,CD,1619747422
196,iqaluit,63.7506,63.7506,0.0,100,90,2.06,CA,1619747423
197,pitimbu,-7.4706,-7.4706,24.0,100,40,2.06,BR,1619747423
198,wuning,29.2589,29.2589,24.05,51,0,2.51,CN,1619747424
199,hervey bay,-25.2986,-25.2986,21.67,79,99,1.79,AU,1619747424
200,kapaa,22.0752,22.0752,26.0,57,20,4.12,US,1619747254
201,xichang,27.8964,27.8964,20.69,39,100,0.89,CN,1619747425
202,ulladulla,-35.35,-35.35,20.0,56,20,2.06,AU,1619747321
203,chuy,-33.6971,-33.6971,13.31,81,0,1.79,UY,1619747306
204,katsuura,35.1333,35.1333,23.33,68,20,1.54,JP,1619747427
205,ust-kuyga,70.0167,70.0167,-1.45,89,8,2.16,RU,1619747428
206,ambon,-3.6954,-3.6954,28.95,65,99,2.6,ID,1619747429
207,cidreira,-30.1811,-30.1811,18.2,75,0,2.67,BR,1619747429
208,batemans bay,-35.7167,-35.7167,20.56,60,0,2.8,AU,1619747429
209,murgab,37.4966,37.4966,19.0,77,90,4.12,TM,1619747430
210,conceicao da barra,-18.5933,-18.5933,22.24,80,95,3.04,BR,1619747430
211,rio verde de mato grosso,-18.9181,-18.9181,21.17,32,95,2.37,BR,1619747412
212,pacific grove,36.6177,36.6177,16.0,63,20,2.06,US,1619747425
213,aksu,41.1231,41.1231,22.16,13,0,2.83,CN,1619747431
214,victoria,22.2855,22.2855,26.11,74,100,0.45,HK,1619747308
215,sungaipenuh,-2.0833,-2.0833,19.14,93,100,0.69,ID,1619747281
216,da nang,16.0678,16.0678,30.0,58,20,1.54,VN,1619747229
217,honiara,-9.4333,-9.4333,29.45,69,24,2.39,SB,1619747240
218,qeshm,26.9581,26.9581,29.0,61,20,3.09,IR,1619747432
219,college,64.8569,64.8569,9.0,53,75,5.66,US,1619747360
220,pisco,-13.7,-13.7,19.44,88,0,3.6,PE,1619747433
221,sjovegan,68.8726,68.8726,-1.67,93,90,2.57,NO,1619747433
222,kennett,36.2362,36.2362,19.44,99,100,3.74,US,1619747434
223,okha,53.5739,53.5739,0.8,81,100,3.18,RU,1619747434
224,east london,-33.0153,-33.0153,17.74,77,100,5.82,ZA,1619747277
225,hay river,60.8156,60.8156,7.0,29,98,5.14,CA,1619747425
226,isangel,-19.55,-19.55,26.0,83,75,3.6,VU,1619747435
227,lianzhou,24.7811,24.7811,25.41,58,13,1.25,CN,1619747435
228,teguldet,57.3064,57.3064,6.4,84,81,5.05,RU,1619747436
229,ericeira,38.9627,38.9627,11.11,83,99,0.45,PT,1619747436
230,nanortalik,60.1432,60.1432,2.73,84,7,4.46,GL,1619747295
231,xam nua,20.4197,20.4197,23.63,70,55,0.38,LA,1619747437
232,nantucket,41.2835,41.2835,11.0,93,90,3.09,US,1619747189
233,henties bay,-22.116,-22.116,12.78,86,0,0.89,NA,1619747437
234,ketchikan,55.3422,55.3422,9.0,93,90,6.17,US,1619747438
235,cascais,38.6979,38.6979,12.78,73,98,4.12,PT,1619747438
236,dukat,62.55,62.55,-1.81,89,95,2.02,RU,1619747439
237,geraldton,-28.7667,-28.7667,20.0,60,75,7.72,AU,1619747209
238,ninotsminda,41.2646,41.2646,4.0,93,40,1.54,GE,1619747439
239,moree,-29.4667,-29.4667,23.0,43,25,4.63,AU,1619747440
240,castro,-24.7911,-24.7911,9.81,97,4,2.04,BR,1619747440
241,la orilla,17.9833,17.9833,24.98,80,97,3.1,MX,1619747441
242,koltubanovskiy,52.9407,52.9407,5.05,79,43,1.31,RU,1619747441
243,tsalka,41.5946,41.5946,7.2,86,30,1.04,GE,1619747441
244,laguna,38.421,38.421,31.0,16,1,3.09,US,1619747227
245,shache,38.4167,38.4167,22.0,11,0,1.27,CN,1619747427
246,kingaroy,-26.5333,-26.5333,21.67,68,75,5.14,AU,1619747442
247,severo-kurilsk,50.6789,50.6789,4.2,79,19,2.87,RU,1619747360
248,kodiak,57.79,57.79,6.0,81,90,1.54,US,1619747443
249,zarechnyy,53.2036,53.2036,5.0,40,84,1.78,RU,1619747443
250,eureka,40.8021,40.8021,13.89,74,100,1.79,US,1619747444
251,vanderhoof,54.0166,54.0166,13.8,73,100,2.34,CA,1619747444
252,hirara,24.8,24.8,25.0,69,20,2.57,JP,1619747444
253,tura,25.5198,25.5198,32.52,28,5,1.46,IN,1619747324
254,san cristobal,7.7669,7.7669,24.0,100,75,1.54,VE,1619747445
255,avera,33.194,33.194,23.33,69,100,4.23,US,1619747445
256,jojoima,7.8792,7.8792,23.14,97,100,1.17,SL,1619747446
257,meulaboh,4.1363,4.1363,27.07,76,100,1.78,ID,1619747446
258,evensk,61.95,61.95,1.06,92,22,0.09,RU,1619747206
259,mogadishu,2.0371,2.0371,27.75,79,98,3.17,SO,1619747447
260,bereznik,62.8551,62.8551,-0.14,83,100,2.51,RU,1619747266
261,egvekinot,66.3167,66.3167,-3.74,74,31,1.06,RU,1619747302
262,shaoyang,27.2315,27.2315,23.95,58,0,3.14,CN,1619747448
263,komsomolskiy,40.4272,40.4272,19.0,30,0,2.06,UZ,1619747250
264,prattville,32.464,32.464,23.0,88,40,1.26,US,1619747404
265,mongo,12.1844,12.1844,30.36,37,87,1.54,TD,1619747449
266,dauriya,49.9333,49.9333,2.65,59,100,2.57,RU,1619747449
267,husavik,66.0449,66.0449,2.0,87,90,1.54,IS,1619747449
268,sinnamary,5.3833,5.3833,24.81,89,100,2.63,GF,1619747450
269,pangnirtung,66.1451,66.1451,0.04,76,100,2.6,CA,1619747450
270,grand forks,47.9417,47.9417,10.0,29,75,5.66,US,1619747451
271,ingham,42.6,42.6,10.0,100,40,1.54,US,1619747451
272,solok,-0.7918,-0.7918,22.61,95,100,0.56,ID,1619747451
273,griffith,41.5284,41.5284,15.0,71,40,3.09,US,1619747452
274,awbari,26.5921,26.5921,28.17,18,97,2.61,LY,1619747452
275,basirpur,30.5832,30.5832,29.72,22,89,2.16,PK,1619747453
276,rafsanjan,30.4067,30.4067,19.16,40,92,2.38,IR,1619747454
277,taltal,-25.4,-25.4,17.72,76,0,1.42,CL,1619747420
278,batagay-alyta,67.8006,67.8006,-2.47,78,25,1.4,RU,1619747454
279,kununurra,-15.7667,-15.7667,32.0,29,0,4.63,AU,1619747296
280,port macquarie,-31.4333,-31.4333,22.22,65,7,0.89,AU,1619747302
281,barcelona,41.3888,41.3888,16.11,88,75,2.57,ES,1619747455
282,thanh hoa,19.8,19.8,25.09,69,81,0.62,VN,1619747455
283,mercedes,-34.6515,-34.6515,14.44,77,0,2.24,AR,1619747456
284,katherine,-14.4667,-14.4667,31.0,40,1,2.57,AU,1619747456
285,chicama,-7.8447,-7.8447,20.9,78,0,2.55,PE,1619747432
286,iquitos,-3.7481,-3.7481,24.0,94,75,0.51,PE,1619747457
287,pudozh,61.8099,61.8099,-2.21,93,34,1.63,RU,1619747457
288,lavrentiya,65.5833,65.5833,-2.28,69,34,2.12,RU,1619746921
289,alofi,-19.0595,-19.0595,29.0,79,75,2.06,NU,1619747458
290,hailar,49.2,49.2,4.94,40,100,2.79,CN,1619747458
291,gorin,51.1983,51.1983,2.56,78,100,5.01,RU,1619747458
292,bengkulu,-3.8004,-3.8004,26.08,81,96,1.02,ID,1619747459
293,skibbereen,51.55,51.55,3.0,93,20,2.06,IE,1619747459
294,caramay,10.1815,10.1815,28.96,64,21,2.29,PH,1619747459
295,nesbyen,60.5681,60.5681,-5.56,75,49,1.27,NO,1619747460
296,sidrolandia,-20.9319,-20.9319,20.0,52,0,2.57,BR,1619747460
297,rio gallegos,-51.6226,-51.6226,7.0,93,40,3.6,AR,1619747461
298,emerald,-23.5333,-23.5333,26.0,50,75,5.14,AU,1619747461
299,shenjiamen,29.9576,29.9576,18.63,74,0,3.61,CN,1619747462
300,mishelevka,52.8575,52.8575,4.07,75,100,3.97,RU,1619747462
301,poso,-1.3959,-1.3959,29.73,65,55,1.6,ID,1619747463
302,am timan,11.0297,11.0297,30.38,35,95,2.04,TD,1619747463
303,nouadhibou,20.931,20.931,19.0,88,40,5.66,MR,1619747463
304,kirillov,59.863,59.863,1.0,100,40,1.0,RU,1619747464
305,surt,31.2089,31.2089,27.07,27,4,4.11,LY,1619747464
306,kedrovyy,56.1667,56.1667,6.0,75,0,3.0,RU,1619747465
307,urozhaynoye,44.7883,44.7883,12.55,83,100,3.24,RU,1619747466
308,rio tuba,8.5061,8.5061,29.36,70,17,4.15,PH,1619747466
309,olafsvik,64.8945,64.8945,4.58,77,93,1.54,IS,1619747467
310,petropavlovsk-kamchatskiy,53.0452,53.0452,9.0,61,49,4.0,RU,1619747467
311,hamilton,39.1834,39.1834,14.44,82,55,3.38,US,1619747467
312,sisimiut,66.9395,66.9395,1.86,78,99,1.33,GL,1619747412
313,verkhnyaya inta,65.9811,65.9811,-5.78,88,78,1.32,RU,1619747468
314,aksarka,66.5606,66.5606,-4.62,94,100,3.51,RU,1619747468
315,torbay,47.6666,47.6666,3.33,81,1,3.6,CA,1619747290
316,port-gentil,-0.7193,-0.7193,25.43,87,100,4.17,GA,1619747331
317,port hardy,50.6996,50.6996,12.0,87,90,1.54,CA,1619747469
318,portadown,54.4241,54.4241,7.0,87,0,0.51,GB,1619747470
319,eydhafushi,5.1033,5.1033,28.72,66,7,2.75,MV,1619747382
320,svetlogorsk,52.6333,52.6333,10.22,81,100,6.09,BY,1619747211
321,shingu,33.7333,33.7333,18.0,72,0,4.63,JP,1619747322
322,springbok,-29.6643,-29.6643,7.09,79,0,1.64,ZA,1619747201
323,cockburn town,21.4612,21.4612,25.71,77,1,8.19,TC,1619747471
324,mbaiki,3.8678,3.8678,21.1,98,100,0.97,CF,1619747471
325,cheney,47.4874,47.4874,25.0,22,90,5.66,US,1619747190
326,broken hill,-31.95,-31.95,23.0,28,0,4.63,AU,1619747472
327,palmer,42.1584,42.1584,15.56,100,90,1.54,US,1619747472
328,poya,-21.35,-21.35,25.46,54,79,3.02,NC,1619747473
329,comandau,45.7667,45.7667,9.44,78,83,0.89,RO,1619747473
330,mae sai,20.4335,20.4335,22.0,100,75,3.09,TH,1619747473
331,tahoua,14.8888,14.8888,28.98,9,3,2.93,NE,1619747474
332,cocachacra,-17.0883,-17.0883,18.77,85,44,2.02,PE,1619747474
333,kerrville,30.0474,30.0474,17.78,90,100,6.73,US,1619747475
334,nyrob,60.733,60.733,-0.21,77,14,2.76,RU,1619747475
335,saint-joseph,-21.3667,-21.3667,23.0,83,90,7.72,RE,1619747476
336,goundam,16.4145,16.4145,33.8,18,65,3.59,ML,1619747476
337,north myrtle beach,33.816,33.816,22.22,83,1,9.26,US,1619747477
338,sitka,57.0531,57.0531,7.0,87,90,6.69,US,1619747435
339,nazca,-14.8333,-14.8333,20.93,66,22,2.02,PE,1619747477
340,cabra,37.4725,37.4725,10.0,80,83,1.75,ES,1619747477
341,udachnyy,66.4167,66.4167,-2.02,92,82,3.07,RU,1619747478
342,lorengau,-2.0226,-2.0226,29.16,72,99,1.5,PG,1619747478
343,tubuala,9.5167,9.5167,26.0,78,40,2.06,PA,1619747479
344,presidencia roque saenz pena,-26.7852,-26.7852,12.19,74,0,2.22,AR,1619747479
345,constitucion,-35.3333,-35.3333,12.66,90,52,1.2,CL,1619747480
346,kalmunai,7.4167,7.4167,28.02,73,94,0.24,LK,1619747480
347,bahia honda,22.9036,22.9036,25.22,77,5,2.37,CU,1619747480
348,pullman,46.7313,46.7313,24.0,27,1,3.09,US,1619747406
349,gonbad-e qabus,37.25,37.25,15.7,82,0,2.09,IR,1619747481
350,fairbanks,64.8378,64.8378,9.0,53,90,5.14,US,1619747448
351,mount isa,-20.7333,-20.7333,29.0,34,1,3.6,AU,1619747481
352,opuwo,-18.0607,-18.0607,18.1,54,54,1.47,NA,1619747482
353,hasaki,35.7333,35.7333,23.89,43,20,3.09,JP,1619747482
354,balkanabat,39.5108,39.5108,16.49,71,2,1.12,TM,1619747373
355,lumsden,50.6501,50.6501,10.0,29,90,3.09,CA,1619747483
356,lethem,3.3803,3.3803,24.92,82,38,3.6,GY,1619747484
357,vostok,46.4856,46.4856,12.57,24,43,3.03,RU,1619747484
358,coihaique,-45.5752,-45.5752,10.13,95,70,2.36,CL,1619747211
359,beyneu,45.3167,45.3167,12.44,43,0,3.95,KZ,1619747485
360,halifax,44.6453,44.6453,10.0,87,100,2.06,CA,1619747419
361,mandalgovi,45.7625,45.7625,3.38,50,100,7.13,MN,1619747482
362,kinablangan,7.6947,7.6947,28.67,68,100,1.97,PH,1619747485
363,mount gambier,-37.8333,-37.8333,20.0,60,0,3.6,AU,1619747486
364,sawtell,-30.3833,-30.3833,22.0,68,40,5.66,AU,1619747486
365,roebourne,-20.7833,-20.7833,32.43,21,0,3.78,AU,1619747301
366,saint-felicien,48.6501,48.6501,8.0,61,40,3.09,CA,1619747420
367,vila franca do campo,37.7167,37.7167,12.0,76,20,3.09,PT,1619747487
368,savannah bight,16.45,16.45,27.78,87,0,1.34,HN,1619747488
369,maralal,1.0968,1.0968,13.77,81,100,1.97,KE,1619747488
